key_droid	key_apple	base_value	lang_value	base_note	lang_note
	apple_store_description.0	Keep track of the foods recommended by Dr. Greger in his New York Times Bestselling book, “How Not to Die”, and now his new book, “How Not to Diet”.	Отслеживайте продукты питания, рекомендованные доктором Майклом Грегером в его книге “Не сдохни! Еда в борьбе за жизнь”, ставшей бестселлером по версии газеты The New York Times, а теперь еще и его новой книге “Не сдохни на диете”.	Use language-applicable quotation marks for book titles.	
	apple_store_description.1	The 21 Tweaks feature, based on “How Not to Diet”, also provides a weight tracker. The weight tracker can use HealthKit to either save manually entered weight values or to read weight data from HealthKit enabled scales.	Функциональность 21 Уловка, основанная на книге “Не сдохни на диете”, также предоставляет трекер для контроля веса. Трекер веса может использовать приложение “Здоровье”, чтобы сохранять в нем данные по весу, введенные вручную, или чтобы читать данные по весу из таблиц приложения “Здоровье”.	Use language-applicable quotation marks for book titles.	
	apple_store_description.2	In the years of research required to create the more than two-thousand evidence-based videos on his website NutritionFacts.org, Michael Greger, M.D, FACLM, has arrived at a list of what he considers the most important foods to include in a healthy daily diet.	За годы исследований, потребовавшихся для создания более двух тысяч научно обоснованных видеороликов на сайте NutritionFacts.org, Майкл Грегер, доктор медицины, действительный член Американского общества врачей-специалистов по лечебной физкультуре, составил список продуктов, которые он считает наиболее важными для включения в здоровый ежедневный рацион питания.		
	apple_store_description.3	Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day. He explains his rationale in his book “How Not to Die”.	Приложение доктора Грегера “Не Сдохни!” предоставляет подробную информацию о самых здоровых продуктах питания и о размерах порций каждого из них в ежедневном рационе. Подробное обоснование можно найти в его книге “Не сдохни! Еда в борьбе за жизнь”.	Use language-applicable quotation marks for book titles.	
	apple_store_description.4	All the proceeds from his books, DVDs, and speaking engagements are all donated to charity.	Все доходы от его книг, DVD и выступлений направляются на благотворительность.		
	apple_store_description.5	NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day.	NutritionFacts.org — это некоммерческий, научно-обоснованный бесплатный сервис, предоставляемый доктором Грегером, который в виде коротких видеороликов ежедневно бесплатно доставляет новости о новейших исследованиях в области питания. Имеется более двух тысяч видеороликов по всем аспектам здорового питания, и новые видеоролики и статьи загружаются каждый день.		
	apple_store_description.6	Like this app, everything on the website is both free of ads and free of charge.	Как и это приложение, вся информация на веб-сайте бесплатная и не содержит рекламы.		
	apple_store_description.7	Application level language selection, via Settings, requires iOS 13 or newer.	Чтобы выбрать язык приложения, вам понадобится установить iOS версии 13 или новее.		
	apple_store_promotion	Check out the Daily Dozen’s brand new functionality! Includes 21 Tweaks from the new book, “How Not to Diet”.	Ознакомьтесь с новой функциональностью приложения “Не сдохни!”. Она включает 21 уловку из новой книги “Не сдохни на диете”.	Use language-applicable quotation marks for book titles.	
	apple_store_subtitle	NutritionFacts.org	NutritionFacts.org	Must be a maximum of 30 characters	
android_store_title	apple_store_title	Dr. Greger’s Daily Dozen	Не сдохни! доктора Грегера	Must be a maximum of 30 characters	
	apple_store_whatsnew	Adds language support for language_name_here.	Добавлена языковая поддержка Русский.	Replace language_name_here with the translated language name for this translation.	
android_store_whatsnew_analytics	apple_store_whatsnew_analytics	Adds anonymous opt-in analytics to support product improvement.	Добавляет анонимный сбор аналитики для улучшения качества продукта.	What's New Item	
	apple_store_whatsnew_darkmode	Adds support for Dark Mode.	Добавляет поддержку ночного режима.	What's New Item	
	apple_store_whatsnew_export	Adds support to export history data.	Добавляет поддержку экспорта истории данных.	What's New Item	
android_store_whatsnew_faq	apple_store_whatsnew_faq	Adds Frequently Asked Questions (FAQ)	Добавляет часто задаваемые вопросы (FAQ)	What's New Item	
	apple_store_whatsnew_import	Adds support to import history data.	Добавляет поддержку импорта истории данных.	What's New Item	
android_store_whatsnew_improvement	apple_store_whatsnew_improvement	General software quality improvements.	Общие улучшения качества программного обеспечения.	What's New Item	
store_keywords	store_keywords	vegan, nutrition, food, vegetarian, health, healthy	веган, питание, еда, вегетарианский, здоровье, здоровый		
store_screen.0	store_screen.0	Eat. Track. Repeat. No calorie counting or macro tracking required.	Ешьте. Отслеживайте. Повторяйте. Не требует подсчета калорий или иного макроконтроля.		
store_screen.1	store_screen.1	All for free!	Все бесплатно!		
store_screen.2	store_screen.2	Eat delicious meals that include Daily Dozen foods.	Ешьте вкуснейшие блюда, включающие продукты из Не сдохни!		
store_screen.3	store_screen.3	Track your daily servings in the app.	Отслеживайте свои порции ежедневно в приложении.		
store_screen.4	store_screen.4	Repeat until healthy eating becomes second nature.	Повторяйте, пока здоровое питание не станет вашим вторым Я.		
store_screen.5	store_screen.5	Dr. Greger’s Daily Dozen - It’s your regular routine that determines your long-term health. Download today!	Daily Dozen от доктора Грегера - это режим для поддержки Вашего здоровья в долгосрочной перспективе. Загрузите сегодня!		
android_store_description.0		Dr. Greger’s Daily Dozen details the healthiest foods and how many servings of each we should try to check off every day from his book “How Not Die”—now including the 21 Tweaks from “How Not to Diet”—weight-loss accelerators to help maximize our natural fat-burning capabilities.	Приложение доктора Грегера “Не Сдохни!” предоставляет подробную информацию о самых здоровых продуктах питания и о размерах порций каждого из них в ежедневном рационе на основе информации из книги “Не сдохни! Еда в борьбе за жизнь”—теперь оно включает 21 Уловку из книги “Не сдохни на диете”—акселераторы потери веса, помогающие использовать естественные возможности по сжиганию веса наиболее эффективно.	Use language-applicable quotation marks for book titles.	
android_store_description.1		All proceeds from his books, DVDs, and speaking engagements are donated to charity.	Все доходы от его книг, DVD и выступлений направляются на благотворительность.		
android_store_description.2		NutritionFacts.org is a non-commercial, non-profit, science-based public service provided by Dr. Greger, delivering free daily updates on the latest in nutrition research via bite-sized videos. He has more than two-thousand videos on every aspect of healthy eating, with new videos and articles uploaded every day. Like this app, everything on the website is both free of ads and free of charge.	NutritionFacts.org — это некоммерческий, научно-обоснованный бесплатный сервис, предоставляемый доктором Грегером, который в виде коротких видеороликов ежедневно бесплатно доставляет новости о новейших исследованиях в области питания. Имеется более двух тысяч видеороликов по всем аспектам здорового питания, и новые видеоролики и статьи загружаются каждый день. Как и это приложение, материалы сайта не содержат рекламы и являются бесплатными.		
android_store_whatsnew		Adds language support for language_name_here.	Добавлена языковая поддержка Русский.	Replace language_name_here with the translated language name for this translation.	
