key_droid	key_apple	base_value	lang_value	base_note	lang_note
serving_sizes	doze_detail_section_sizes	Serving Sizes (Suggested)	份量（建議）	Doze Detail View subheading: ‘Serving Sizes’	Serving Size (recommended)
food_info_serving_sizes_beans_imperial.0		¼ cup hummus or bean dip	¼ 杯鷹嘴豆泥或豆醬	See measurements below.	¼ cup hummus or bean paste
		¼ c hummus	¼ 杯鷹嘴豆泥	Leave out bean dip	1/4 c hummus
	dozeBeans.Serving.imperial.0	¼ cup hummus	¼ 杯鷹嘴豆泥		1/4 cup hummus
food_info_serving_sizes_beans_imperial.1	dozeBeans.Serving.imperial.1	½ cup cooked beans, split peas, or lentils	½ 杯煮熟的豆子、豌豆或扁豆		½ cup cooked beans, peas, or lentils
food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	½ cup tofu or tempeh	½ 杯豆腐或豆豉		½ cup tofu or tempeh
food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or snow peas	1 杯新鮮豌豆或荷蘭豆		1 cup fresh peas or snow peas
food_info_serving_sizes_beans_imperial.4	dozeBeans.Serving.imperial.4	1 cup fresh sprouted beans (lentils, mung beans)	1杯新鮮發芽豆（扁豆、綠豆）		1 cup fresh sprouted beans (lentils, mung beans)
food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	60 g hummus or bean dip	60 克鷹嘴豆泥或豆醬		60 g hummus or soy paste
		bean dip	豆瓣醬		
		60 g hummus or bean paste	60 克鷹嘴豆泥或豆沙		60 g hummus or hummus
		60 grams 
hummus or bean dip	60克
鷹嘴豆泥或豆醬		60g hummus or soy paste
		60 grams bean dip or hummus	60克豆沙或鷹嘴豆泥		60g hummus or hummus
		60 grams hummus	60 克鷹嘴豆泥		60 g hummus
food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	90 g cooked beans, split peas, or lentils	90 克煮熟的豆子、豌豆或扁豆		90g cooked beans, peas or lentils
food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	100 g tofu or tempeh	100 克豆腐或豆豉		100 g tofu or tempeh
food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	130 g fresh peas or snow peas	130 克新鮮豌豆或荷蘭豆		130 g fresh peas or snow peas
food_info_serving_sizes_beans_metric.4	dozeBeans.Serving.metric.4	100 g fresh sprouted beans (lentils, mung beans)	100 克新鮮發芽豆（扁豆、綠豆）		100 g fresh sprouted beans (lentils, mung beans)
faq_adapt_question	faq_adapt_question	The Daily Dozen is too much/too little food for me! Can I adapt it?	Daily Dozen 對我來說食物太多/太少了！ 我可以適應嗎？		Daily Dozen Too much/too little food for me! Can I fit in?
		The Daily Dozen has too much or too little food for me!  Can I adjust it?	Daily Dozen 對我來說食物太多或太少！ 我可以調整嗎？		Daily Dozen Too much or too little food for me! Can I adjust it?
		The Daily Dozen suggests too much/too little food for me!  Can I adjust it?	Daily Dozen 建議我吃太多/太少！ 我可以調整嗎？		Daily Dozen advises me to eat too much/too little! Can I adjust it?
faq_adapt_response	faq_adapt_response	Yes, the Daily Dozen is simply meant to be a guide of the healthiest foods that we strive to include every day. It’s not a meal plan and is not meant to be prescriptive. Do your best to eat a diverse array of whole plant foods and adapt the Daily Dozen to the quantities that work for you.	是的，Daily Dozen 只是為了指導我們每天努力攝取的最健康的食物。 這不是膳食計劃，也不是規定性的。 盡最大努力吃各種各樣的全植物食品，並根據適合您的數量調整每日一打。		Yes, the Daily Dozen is just to guide the healthiest foods we strive to eat every day. This is not a meal plan, nor is it prescriptive. Do your best to eat a variety of whole plant foods, and adjust your daily dozen to amounts that work for you.
faq_age_question	faq_age_question	Is this adaptable for children, adolescents, and teens?	這是否適用於兒童、青少年和青少年？		Does this apply to children, teens and teens?
faq_age_response.0	faq_age_response.0	Children, adolescents, and teenagers have different caloric needs throughout their lifecycle. These needs change to support growth and development at each stage.	兒童、青少年和青少年在整個生命週期中有不同的熱量需求。 這些需求發生變化以支持每個階段的增長和發展。		Children, teens and teens have different caloric needs throughout the lifespan. These needs change to support each stage of growth and development.
