key_droid	key_apple	base_value	lang_value	base_note	lang_note
serving_sizes	doze_detail_section_sizes	Serving Sizes (Suggested)	Velikosti porcí (doporučené)	Doze Detail View subheading: ‘Serving Sizes’	
food_info_serving_sizes_beans_imperial.0	dozeBeans.Serving.imperial.0	¼ cup hummus or bean dip	¼ šálku hummusu nebo fazolového dipu		
food_info_serving_sizes_beans_imperial.1	dozeBeans.Serving.imperial.1	½ cup cooked beans, split peas, or lentils	½ šálku vařených fazolí, hrachu nebo čočky		
food_info_serving_sizes_beans_imperial.2	dozeBeans.Serving.imperial.2	½ cup tofu or tempeh	½ šálku tofu nebo tempehu		
food_info_serving_sizes_beans_imperial.3	dozeBeans.Serving.imperial.3	1 cup fresh peas or snow peas	1 šálek čerstvého nebo cukrového hrášku		
food_info_serving_sizes_beans_imperial.4	dozeBeans.Serving.imperial.4	1 cup fresh sprouted beans (lentils, mung beans)	1 šálku čerstvých naklíčených fazolí (čočka, mungo)		
food_info_serving_sizes_beans_metric.0	dozeBeans.Serving.metric.0	60 g hummus or bean dip	60 g šálku hummusu nebo fazolového dipu		
food_info_serving_sizes_beans_metric.1	dozeBeans.Serving.metric.1	90 g cooked beans, split peas, or lentils	90 g vařených fazolí, hrachu nebo čočky		
food_info_serving_sizes_beans_metric.2	dozeBeans.Serving.metric.2	100 g tofu or tempeh	100 g tofu nebo tempehu		
food_info_serving_sizes_beans_metric.3	dozeBeans.Serving.metric.3	130 g fresh peas or snow peas	130 g čerstvého nebo cukrového hrášku		
food_info_serving_sizes_beans_metric.4	dozeBeans.Serving.metric.4	100 g fresh sprouted beans (lentils, mung beans)	100 g čerstvých naklíčených fazolí (čočka, mungo)		
faq_adapt_question	faq_adapt_question	The Daily Dozen is too much/too little food for me! Can I adapt it?	Denní Dvanáctka je pro mě příliš mnoho/málo jídla! Mohu si to přizpůsobit?		
faq_adapt_response	faq_adapt_response	Yes, the Daily Dozen is simply meant to be a guide of the healthiest foods that we strive to include every day. It’s not a meal plan and is not meant to be prescriptive. Do your best to eat a diverse array of whole plant foods and adapt the Daily Dozen to the quantities that work for you.	Ano, Denní Dvanáctka má být jen průvodcem těch nejzdravějších potravin, které se snažíme každý den zařazovat. Nejedná se o jídelní plán a není míněno jako norma. Snažte se jíst rozmanitou škálu celých rostlinných potravin a přizpůsobte Denní Dvanáctku množství, které vám vyhovuje.		
faq_age_question	faq_age_question	Is this adaptable for children, adolescents, and teens?	Je to vhodné pro děti, dospívající a mládež?		
faq_age_response.0	faq_age_response.0	Children, adolescents, and teenagers have different caloric needs throughout their lifecycle. These needs change to support growth and development at each stage.	Děti, dospívající a mládež mají během svého životního cyklu různé kalorické potřeby. Tyto potřeby se mění, aby podpořily růst a rozvoj v každé fázi.		
faq_age_response.1	faq_age_response.1	The Daily Dozen was designed as a guide to help people include some of the healthiest foods into their daily routine. While the same framework can be used for most people throughout the lifecycle, the amount of food one needs to eat will vary based on a number of factors like age and activity level. Since we can’t provide specific nutrition or medical advice for your growing child, parents should use this guide as they see best for their child’s needs and/or consult with a registered dietitian or other healthcare provider to help determine what is best for their individual needs.	Denní Dvanáctka byla navržena jako průvodce, který má lidem pomoci zařadit některé z nejzdravějších potravin do jejich každodenní stravy. Zatímco stejné doporučení lze použít pro většinu lidí v průběhu životního cyklu, množství jídla, které člověk potřebuje sníst, se bude lišit v závislosti na řadě faktorů, jako je věk a úroveň aktivity. Vzhledem k tomu, že nemůžeme poskytnout konkrétní výživové nebo lékařské poradenství pro vaše rostoucí dítě, měli by rodiče používat tuto příručku rozumně, protože nejlépe znají potřeby svého dítěte, a/nebo by se měli poradit s registrovaným dietologem nebo jiným poskytovatelem zdravotní péče, aby pomohl určit, co je pro jejich potřeby nejvhodnější.		
faq_calories_question	faq_calories_question	How many calories are in the Daily Dozen?	Kolik kalorií je v Denní Dvanáctce?		
faq_calories_response.0	faq_calories_response.0	The Daily Dozen averages about 1,200 calories, but given the wide array of food choices in each category, it can range anywhere from 800-1800. Consider the Other Vegetables category: a cup of bell peppers has a much lower caloric density than a cup of cooked sweet potatoes, therefore the caloric range will depend on your specific food choices. That’s the great thing about the Daily Dozen Checklist—it’s not a one size fits all approach, and can be adapted to your needs.	Denní Dvanáctka má průměrně asi 1200 kalorií, ale vzhledem k širokému výběru potravin v každé kategorii se může pohybovat kdekoli od 800 do 1 800. Zvažte kategorii Ostatní zelenina: šálek papriky má mnohem nižší kalorickou hustotu než šálek vařených sladkých brambor, proto bude kalorický rozsah záviset na vašem konkrétním výběru potravin. To je na denním kontrolním seznamu Dvanáctky skvělá věc – není to univerzální přístup a lze jej přizpůsobit vašim potřebám.		
faq_calories_response.1	faq_calories_response.1	If your goal is weight loss, you can find more information in “How Not to Diet” and the accompanying Twenty-One Tweaks. In “How Not to Diet”, I noted: “A systematic review of successful weight-loss strategies concluded that given the metabolic slowing and increased appetite that accompanies weight loss, to achieve significant weight loss, calorie counts may need to drop as low as 1,200 calories a day for women and 1,500 calories a day for men.”	Pokud je vaším cílem zhubnout, více informací naleznete v knize „Jak nedietovat“ a v doprovodných 21 intervencích. V knize „Jak nedietovat“ jsem poznamenal: „Systematický přehled úspěšných strategií hubnutí dospěl k závěru, že vzhledem ke zpomalení metabolismu a zvýšené chuti k jídlu, které doprovázejí hubnutí, k dosažení významného úbytku hmotnosti může být nutné snížit počet kalorií až na minimum. 1200 kalorií denně pro ženy a 1500 kalorií denně pro muže.“		
faq_calories_response.2	faq_calories_response.2	On the other hand, if your goal is weight gain, then you may want to focus on adding in more calorie-dense foods, such as sweet potatoes, avocados, nuts, and soy products.	Na druhou stranu, pokud je vaším cílem přibírání na váze, pak se možná budete chtít zaměřit na přidání kaloricky bohatších potravin, jako jsou sladké brambory, avokádo, ořechy a sójové produkty.		
faq_mother_question	faq_mother_question	Can I do this while pregnant or breastfeeding?	Mohu to vše dělat během těhotenství nebo kojení?		
faq_mother_response	faq_mother_response	People who are pregnant or breastfeeding have different caloric and nutritional needs than people who are not. As a reminder, the Daily Dozen is not a meal plan and should not be the only foods consumed within a day. People who are pregnant or breastfeeding should consult with their health care practitioner or a registered dietician for assistance with meeting their specific caloric requirements and nutritional needs.	Ženy, které jsou těhotné nebo kojí, mají jiné kalorické a nutriční potřeby než ostatní lidé. Připomínáme, že Denní Dvanáctka není jídelním plánem a neměla by být jediným jídlem spotřebovaným během dne. Ženy, které jsou těhotné nebo kojí, by se měli poradit se svým praktickým lékařem nebo registrovaným dietologem, který jim pomůže naplnit jejich specifické kalorické požadavky a nutriční potřeby.		
faq_scaling_question	faq_scaling_question	I can’t possibly eat that many beans/grains/etc.!	Nemůžu sníst tolik luštěnín/cereálií/atd.!		
faq_scaling_response	faq_scaling_response	That’s okay! The Daily Dozen is an aspirational guide. Do your best to incorporate as many of these healthy plant foods as possible. If you are new to eating a lot of beans (or grains, greens, etc!), you may need to start with smaller amounts and slowly increase the quantity in order to give your microbiome a chance to adjust. You can also get creative: for example, add some beans to your morning oatmeal. If you load it up with berries, flax seeds, and nuts, you won’t even notice the beans. You can also mash beans into a sandwich spread, or make my [BROL](https://nutritionfacts.org/recipe/basic-brol-barley-rye-oats-and-lentils)—barley, rye, oat groats, and lentils—that I use as a base for many meals and is a simple way to get a variety of whole grains with a built-in serving of legumes.	To je v pořádku! Denní Dvanáctka je aspirační průvodce. Snažte se začlenit co nejvíce těchto zdravých rostlinných potravin. Pokud jste nováčkem v konzumaci velkého množství luštěnin (nebo obilí, zeleniny atd.), možná budete muset začít s menším množstvím a pomalu je zvyšovat, aby se váš mikrobiom mohl přizpůsobit. Můžete být také kreativní: přidejte například fazole do své ranní ovesné kaše. Když do něj naložíte bobule, lněná semínka a ořechy, fazolí si ani nevšimnete. Můžete také rozmačkat luštěniny na sendvičovou pomazánku nebo připravit můj [BROL](https://nutritionfacts.org/recipe/basic-brol-barley-rye-oats-and-lentils) – ječmen, žito, ovesné kroupy a čočka – který používám jako základ mnoha jídel a je to jednoduchý způsob, jak získat různé celozrnné výrobky s vestavěnou porcí luštěnin.		
faq_supplements_question	faq_supplements_question	I thought that Dr. Greger recommends taking Vitamin D and DHA supplements. Why aren’t they included?	Myslel jsem, že Dr. Greger doporučuje užívat vitamin D a DHA doplňky. Proč nejsou zahrnuty?		
faq_supplements_response	faq_supplements_response	We have updated the Daily Dozen app to reflect only required supplements. For example, Vitamin D is only needed for people who get inadequate sun exposure. Our goal is to share the science with you so you can make your own informed decisions. You can see all of my recommendations on the [Optimum Nutrient](https://nutritionfacts.org/optimum-nutrient-recommendations) page.	Aktualizovali jsme aplikaci Denní Dvanáctka tak, aby odrážela pouze požadované doplňky. Například vitamín D je potřebný pouze pro lidi, kteří se nedostatečně vystavují slunci. Naším cílem je sdílet s vámi vědu, abyste mohli činit svá informovaná rozhodnutí. Všechna moje doporučení si můžete prohlédnout na stránce [Optimum Nutrient](https://nutritionfacts.org/optimum-nutrient-recommendations).		
